Country,Gender,Trust_Index
Czech Republic,Male,No score
Czech Republic,Female,Medium trust
Czech Republic,Female,High trust
Czech Republic,Male,High trust
Czech Republic,Female,High trust
Czech Republic,Male,Medium trust
Czech Republic,Male,No score
Czech Republic,Male,High trust
Czech Republic,Male,Medium trust
Czech Republic,Female,High trust
Czech Republic,Female,High trust
Czech Republic,Female,High trust
Czech Republic,Male,High trust
Czech Republic,Male,High trust
Czech Republic,Female,High trust
Czech Republic,Female,High trust
Czech Republic,Male,High trust
Czech Republic,Male,High trust
Czech Republic,Male,High trust
Czech Republic,Female,High trust
Czech Republic,Female,Medium trust
Czech Republic,Male,High trust
Czech Republic,Female,Medium trust
Czech Republic,Male,High trust
Czech Republic,Male,Medium trust
Czech Republic,Female,High trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,High trust
Czech Republic,Female,High trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,High trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,High trust
Czech Republic,Male,High trust
Czech Republic,Male,High trust
Czech Republic,Female,High trust
Czech Republic,Female,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Male,High trust
Czech Republic,Male,High trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,High trust
Czech Republic,Female,Medium trust
Czech Republic,Male,High trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,High trust
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,High trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,No score
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,High trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,High trust
Czech Republic,Female,Medium trust
Czech Republic,Male,High trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Male,High trust
Czech Republic,Female,No score
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,No score
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,No score
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Male,Medium trust
Czech Republic,Male,No score
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Female,No score
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Male,No score
Czech Republic,Male,Medium trust
Czech Republic,Female,High trust
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Female,No score
Czech Republic,Male,Low trust
Czech Republic,Male,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Female,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Male,Medium trust
Czech Republic,Male,Low trust
Czech Republic,Male,Medium trust
Czech Republic,Female,Low trust
Czech Republic,Female,Low trust
Czech Republic,Male,Low trust
Czech Republic,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,No score
Romania,Female,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,No score
Romania,Female,High trust
Romania,Male,Low trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,No score
Romania,Male,High trust
Romania,Female,Low trust
Romania,Male,No score
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,No score
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Male,No score
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Male,High trust
Romania,Female,Low trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,Low trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,No score
Romania,Female,High trust
Romania,Male,No score
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Male,No score
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,No score
Romania,Male,High trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,No score
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,Low trust
Romania,Male,No score
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,No score
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,No score
Romania,Female,High trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,No score
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,No score
Romania,Male,No score
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,No score
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,No score
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Male,No score
Romania,Female,Low trust
Romania,Female,High trust
Romania,Female,No score
Romania,Male,High trust
Romania,Female,No score
Romania,Female,No score
Romania,Female,Low trust
Romania,Female,No score
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,No score
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,No score
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,No score
Romania,Male,Medium trust
Romania,Female,No score
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,No score
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Male,Low trust
Romania,Female,No score
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,No score
Romania,Male,No score
Romania,Female,High trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Male,Low trust
Romania,Female,High trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
